Ten_Xa,Mua_nam_TB_mm,Mua_1980_mm,Mua_1981_mm,Mua_1982_mm,Mua_1983_mm,Mua_1984_mm,Mua_1985_mm,Mua_1986_mm,Mua_1987_mm,Mua_1988_mm,Mua_1989_mm,Mua_1990_mm,Mua_1991_mm,Mua_1992_mm,Mua_1993_mm,Mua_1994_mm,Mua_1995_mm,Mua_1996_mm,Mua_1997_mm,Mua_1998_mm,Mua_1999_mm,Mua_2000_mm,Mua_2001_mm,Mua_2002_mm,Mua_2003_mm,Mua_2004_mm,Mua_2005_mm,Mua_2006_mm,Mua_2007_mm,Mua_2008_mm,Mua_2009_mm,Mua_2010_mm,Mua_2011_mm,Mua_2012_mm,Mua_2013_mm,Mua_2014_mm,Mua_2015_mm,Mua_2016_mm,Mua_2017_mm,Mua_2018_mm,Mua_2019_mm,Mua_2020_mm,Mua_2021_mm,Mua_2022_mm,Mua_2023_mm,Mua_kiet_TB_mm,Mua_kiet_1980_1981_mm,Mua_kiet_1981_1982_mm,Mua_kiet_1982_1983_mm,Mua_kiet_1983_1984_mm,Mua_kiet_1984_1985_mm,Mua_kiet_1985_1986_mm,Mua_kiet_1986_1987_mm,Mua_kiet_1987_1988_mm,Mua_kiet_1988_1989_mm,Mua_kiet_1989_1990_mm,Mua_kiet_1990_1991_mm,Mua_kiet_1991_1992_mm,Mua_kiet_1992_1993_mm,Mua_kiet_1993_1994_mm,Mua_kiet_1994_1995_mm,Mua_kiet_1995_1996_mm,Mua_kiet_1996_1997_mm,Mua_kiet_1997_1998_mm,Mua_kiet_1998_1999_mm,Mua_kiet_1999_2000_mm,Mua_kiet_2000_2001_mm,Mua_kiet_2001_2002_mm,Mua_kiet_2002_2003_mm,Mua_kiet_2003_2004_mm,Mua_kiet_2004_2005_mm,Mua_kiet_2005_2006_mm,Mua_kiet_2006_2007_mm,Mua_kiet_2007_2008_mm,Mua_kiet_2008_2009_mm,Mua_kiet_2009_2010_mm,Mua_kiet_2010_2011_mm,Mua_kiet_2011_2012_mm,Mua_kiet_2012_2013_mm,Mua_kiet_2013_2014_mm,Mua_kiet_2014_2015_mm,Mua_kiet_2015_2016_mm,Mua_kiet_2016_2017_mm,Mua_kiet_2017_2018_mm,Mua_kiet_2018_2019_mm,Mua_kiet_2019_2020_mm,Mua_kiet_2020_2021_mm,Mua_kiet_2021_2022_mm,Mua_kiet_2022_2023_mm
Xã Vĩnh Thông,1900.5253,2014.4323,2385.7012,2102.3147,1984.6571,1757.3264,2076.418,2210.5994,1835.4031,1763.0107,1980.0724,2409.6396,1610.3882,1662.724,1795.9603,2350.1606,1914.6484,1880.2025,2059.3684,1795.2847,1625.7664,1680.4083,1781.9716,1742.1322,1415.9329,1491.4922,1640.3348,1802.4856,1720.4795,2050.7703,1525.8469,1788.6445,1622.6951,1893.8286,2287.5337,2295.6616,1935.9944,1658.755,2368.775,2224.2007,2076.0132,2003.0175,1767.8508,2100.2961,1533.902,432.334,651.5907,528.99963,530.4365,332.96768,450.8266,552.15686,335.20306,387.28745,435.56897,769.8109,399.95514,372.8529,379.564,349.6614,367.59433,370.31625,585.1686,366.80658,365.33838,441.79675,340.11118,293.40646,409.57455,299.6105,319.05106,312.92093,447.85287,364.30408,379.56287,344.0729,435.3988,329.62717,479.30566,612.4823,410.49048,469.2303,548.33813,464.4057,595.2368,635.26465,337.5701,516.7858,271.8595
Xã Đại Xuyên,1999.7134,2554.62,2309.3315,2414.7693,1898.0681,1962.4318,2313.4902,2168.5435,2034.5988,1657.0287,2167.9478,2027.644,1640.8638,1897.3439,1853.6602,2960.4612,1785.9869,2284.2634,2432.3774,1504.7428,1776.8069,1663.4786,2292.895,1707.4004,1636.4448,1374.0719,1761.6221,1560.987,1658.7012,2270.3657,1798.3734,1827.8191,1696.3314,1974.637,2176.569,2029.2354,1691.8254,2013.2909,2473.027,2417.8704,1964.7106,1939.9481,2183.9673,2519.5728,1709.2642,424.8177,450.7582,387.37048,578.7142,318.9587,700.0016,473.96774,348.997,432.19107,363.02902,523.7607,427.6509,393.49762,345.74786,395.77783,396.5253,451.14905,852.1776,312.02063,283.35666,512.9033,343.57852,288.55515,404.2103,261.7323,278.2904,415.66348,348.49,298.48917,489.71112,308.44095,394.07687,341.26724,498.32486,521.3748,429.2212,493.53195,495.02762,406.25873,552.99976,531.0106,477.89053,423.18646,317.27356
Xã Hội Hoan,1785.4684,2104.724,2207.6968,1983.3779,1887.3151,1722.4154,2102.9592,2223.3838,1737.7817,1624.2799,1655.7349,2033.8309,1556.2333,1593.569,1774.661,1969.8167,1620.8428,1771.3967,2016.0593,1428.074,1496.9171,1339.0474,1933.6642,1649.5691,1471.8478,1460.9755,1801.5626,1716.4136,1490.6406,2168.8308,1387.6179,1848.9532,1556.0679,1711.3473,2570.7588,1933.3964,1835.9471,1494.591,2013.2892,1997.9745,1846.0575,1717.8248,1567.1283,1955.3604,1580.6803,459.2907,590.9461,611.9451,552.827,376.09778,525.04333,566.1214,374.60712,468.46216,497.26495,825.98926,371.83997,410.42004,449.6533,355.8014,398.98672,419.34616,737.31573,342.38165,344.80927,469.2462,450.3619,282.5559,472.2149,327.00192,379.8096,416.0412,443.531,422.70584,426.76324,439.08185,395.28992,379.7244,553.8576,646.54895,379.1514,519.5121,472.1157,435.73108,550.7396,611.72375,296.00714,465.15146,294.77087
Xã Đồng Châu,2008.1583,2405.7146,2213.5798,2608.2869,1823.7277,1908.7466,2762.1875,1829.7135,1923.4968,1799.8602,2023.5126,2154.8772,1425.5438,2051.0803,1431.1982,2447.655,1791.8317,2361.3557,2012.3877,1535.5306,1675.4275,1560.5475,2206.9421,2022.1783,1849.1888,1711.2362,2047.3527,1558.0498,1694.1553,1816.3448,1855.2417,2132.5842,2114.7908,2479.0825,2373.1895,1955.589,2112.0066,1996.5707,2528.264,2711.757,1661.423,2022.26,2001.1102,2242.418,1520.9827,410.57596,460.92844,431.92847,743.8588,338.8186,596.0845,492.10318,251.30276,474.59216,338.25024,452.4628,409.16147,480.41782,286.43008,314.53864,391.91794,388.77094,595.2111,371.2991,245.27002,464.22626,350.20346,305.06708,407.69733,273.03754,327.9684,421.9249,418.78476,315.2686,449.53128,443.74634,313.42987,420.62704,481.22076,537.08154,480.09604,611.0998,336.67465,441.32278,439.3508,401.78482,342.58264,338.7769,269.91586
Xã Phụ Dực,1871.9185,2317.736,2076.5393,2245.016,1780.0845,1921.6206,2253.8733,1769.2869,1780.9103,1694.4545,1987.9435,2197.0957,1268.9292,1736.211,1550.607,2378.9185,1689.099,1890.2988,1967.7625,1761.5632,1679.1184,1477.906,2131.3672,1722.1431,1837.3978,1476.4174,1916.827,1629.138,1442.2518,1782.8129,1718.3682,1763.4126,1834.5874,2348.722,2012.7727,1808.0575,1939.5562,2096.419,2133.2231,2283.5125,1403.9474,1769.476,2012.1422,2426.4468,1450.4347,359.03027,418.29282,336.09445,578.7778,270.02618,535.1224,365.50977,256.2063,397.39645,272.19992,380.61322,363.5619,377.62595,280.10025,304.46704,327.64175,333.07336,531.6104,331.47116,258.1952,372.33923,284.46072,282.7723,373.23312,234.57063,215.65065,478.38684,346.81897,310.0742,543.74365,327.92587,288.6365,312.73923,343.05493,412.71915,324.04605,615.87335,339.8047,364.29095,398.19876,324.93103,379.68567,351.40637,294.95303
Phường Lĩnh Nam,1896.0046,2253.6765,2195.8098,1982.711,1884.5841,2100.0518,1998.2975,2425.0789,1875.9741,1540.8832,2099.2996,1841.1925,1728.4547,1677.8557,1719.3218,2659.3433,1617.1565,1800.4133,2219.1948,1545.8203,1616.2103,1585.3165,2313.728,1631.843,1635.2189,1516.3188,1691.6099,1407.2211,1713.0277,2333.2922,1760.6588,1656.2367,1859.0887,1976.3851,2141.2507,1942.2938,1856.7682,1947.326,2097.647,2150.9993,1703.2479,1908.1974,2001.252,2238.9763,1574.9597,389.72592,420.4563,386.3711,451.24222,345.76083,839.2527,471.1505,312.57352,408.6211,342.6653,535.12555,405.3186,398.64255,348.23035,327.34283,337.49194,403.29663,654.5202,266.61923,230.61981,498.3994,349.33002,254.85349,371.3254,286.2038,251.56493,339.1389,386.87317,300.78842,489.59613,270.49097,361.0444,291.89978,370.46127,467.6797,290.4867,428.17435,380.65533,361.46964,493.8991,540.1545,408.03638,403.83038,276.5597
Xã Tân Uyên,2361.5798,2607.6077,3099.2832,2420.9026,2608.8152,2445.8804,2524.3215,2519.4565,2141.6152,2358.4834,2319.3748,2636.0361,2562.6777,2361.8347,2317.319,2877.2776,2576.0845,2709.1487,2372.0793,2267.398,1980.1017,1966.0983,2195.5164,2853.1006,2045.7189,2168.6628,1992.7373,2094.1692,2252.8254,2959.4817,2085.6462,2249.253,1964.4087,2324.8188,2554.1384,2399.3435,2456.022,1992.4487,2548.3774,2437.1895,2182.1655,2188.6216,2081.5005,2328.7673,1882.8066,597.76825,684.4444,695.0551,798.3706,743.73663,572.5767,759.97876,465.89917,575.1679,642.7726,736.23145,531.2157,530.3814,592.8459,463.37198,528.7426,674.7077,667.4766,447.1327,518.0976,528.9486,538.887,536.38385,792.51294,640.3924,529.6121,476.4197,468.4928,668.55115,563.3829,455.0923,660.9959,473.19525,679.5537,551.9324,633.6048,583.0886,716.6004,653.3671,533.30475,583.75903,594.7796,711.47455,501.49963
Xã Chân Mộng,1840.8297,2669.7485,2354.2688,2192.122,1825.0796,1862.835,2019.5172,2292.2866,1957.8712,1740.3339,2041.1023,1983.248,1810.3494,1704.317,1539.8983,2126.3835,1855.1554,2083.2136,1981.7249,1419.1927,1499.6455,1654.0685,1822.103,1728.3662,1454.3196,1530.9047,1579.9214,1773.9152,1464.0995,1797.369,1350.0687,1659.4861,1812.3287,1763.7653,1965.555,1892.3522,2098.3875,1638.9463,2360.8357,1848.6221,1603.2299,1790.7097,1637.525,2149.8113,1661.5233,409.2513,555.625,480.8463,483.24872,369.6694,474.18903,634.40173,365.69528,411.3129,412.40695,484.5419,358.38474,309.5167,320.40137,280.7667,366.0863,414.0624,586.16626,311.87888,294.44626,402.30258,345.0171,249.9837,413.88394,365.95593,330.47537,316.1965,376.87775,361.3772,483.87708,363.65424,429.452,338.39957,347.82278,399.62802,441.71283,718.1753,613.8054,407.43207,365.10883,479.49216,348.51993,578.36945,206.64073
Xã Tri Phú,2065.6016,2407.8748,2685.2422,2198.9766,2374.7407,2147.3335,1937.5702,2352.0337,2048.225,1937.9623,2037.9094,2610.7,1945.3345,1983.5756,2068.4258,2340.435,2079.3845,2279.6777,2178.9258,1696.146,1839.7888,1913.5682,2106.7214,2229.4724,1710.2191,1566.7263,1802.8823,2001.1813,1763.3442,2269.974,1711.334,1947.774,1650.5585,2065.6711,2121.7593,1994.2042,2211.09,1870.2472,2639.7524,2069.8276,2121.9268,1908.1251,1886.4781,2293.1987,1880.1786,443.45938,715.0349,529.2029,513.6463,421.78348,414.1311,620.1197,340.3069,403.50192,450.58005,652.0377,393.63187,374.21753,428.88074,351.53455,412.53598,416.3225,616.544,395.8825,332.45706,413.13156,361.5911,345.70935,417.4536,374.6454,421.2866,301.53876,425.70026,386.10315,407.8634,401.52466,406.90082,318.75577,419.1406,427.7059,406.31555,642.82416,563.63153,467.81128,539.47174,551.677,379.0248,578.565,328.02637
Xã Thượng Hà,1813.4728,2254.8223,2651.8054,1755.8612,1771.1368,1828.8788,1843.227,2127.7544,1768.8131,1745.7639,1890.0582,1902.5391,1639.8827,1838.4486,1631.9227,1983.3997,1850.0856,1917.2987,2164.4575,1677.1799,1567.9783,1567.8514,1707.2599,2176.3179,1586.573,1593.9121,1670.1946,1495.8778,1607.7102,2325.5996,1444.7853,1791.7671,1617.8418,1769.5975,1975.0055,1940.8551,1577.6239,1736.3091,2303.0957,1817.1222,1577.0138,2199.2058,1633.2303,1672.6853,1194.0574,446.11032,562.13464,574.232,511.42203,476.64627,396.6334,732.9475,324.35364,428.29575,481.59946,602.59705,395.15457,376.17633,444.5712,335.04623,385.68903,467.3349,689.89825,302.47433,404.77084,402.06693,387.27332,455.3437,491.82806,403.03217,399.57056,329.41656,395.47635,450.03888,465.3689,296.12766,522.04596,388.8209,467.58365,407.1596,410.62546,491.6632,595.5038,470.5182,361.42017,563.37897,411.04196,429.7753,295.68726
Xã Yên Khánh,1915.2388,2418.0771,2284.8616,2331.3271,1946.0724,1881.7542,2544.1113,1961.7438,1647.5404,1499.0748,2242.338,1935.4036,1404.7333,1769.405,1615.635,2958.3823,1844.6738,2372.9082,1915.129,1479.5168,1644.4573,1856.4492,2087.606,1532.0005,1620.9331,1517.3872,1867.0938,1504.729,1425.7191,1839.0118,1845.8182,1921.0966,2027.6631,2105.7888,2363.9385,1906.9158,1792.4454,1909.0946,2272.3215,2170.617,1637.1859,1816.8141,1968.021,2168.7886,1415.9261,368.5674,405.78802,420.81235,439.96606,290.0493,670.5402,399.7959,270.81595,381.73315,323.06714,324.1,329.74515,349.4306,278.17487,337.41232,310.09616,397.67877,656.35156,277.7483,214.45834,428.92212,367.50046,276.93927,302.80536,229.20193,309.35406,359.88412,307.68478,295.56433,562.5374,323.72324,286.53677,330.77692,459.9711,389.86877,419.24146,454.4863,442.89877,355.2627,371.49756,374.0544,400.69922,382.75787,338.46442
Phường Lưu Kiếm,1908.3243,2425.3052,2148.7861,2102.4958,1656.1855,2022.569,1865.046,2378.9343,1977.0739,1921.4739,1660.8469,1883.847,1387.5703,1942.8927,1968.2104,2271.5054,1929.9768,1799.717,1927.941,1905.0835,1589.1727,1782.6985,2026.1299,2116.2988,1786.3926,1440.2468,1790.6973,1593.6289,1544.336,1839.5049,1551.7352,2080.6147,1897.5529,2372.8818,2423.2478,1665.0349,1924.2833,2002.5262,2277.382,2166.2856,1746.2948,1911.8177,1775.3706,1961.8363,1524.8402,359.9998,438.75864,399.2073,520.57166,348.71884,581.96277,380.92618,315.3741,355.35135,333.55188,508.63992,326.13333,367.36603,301.7603,334.6067,334.95795,320.59665,448.8984,262.45966,291.264,391.64246,367.38165,235.01036,446.84497,245.82278,221.463,464.67072,330.9319,317.04642,367.9308,332.12704,302.50714,353.6477,379.08267,443.58984,308.62924,432.10764,311.55887,303.97537,440.0581,356.30426,319.08865,355.2352,282.22675
Xã Phong Doanh,2063.9304,2715.6033,2441.5583,2480.6316,2055.9226,2032.321,2567.3525,2063.0984,1815.8954,1540.9486,2325.9104,2127.9497,1602.734,1944.3517,1875.1392,3465.5679,1937.6407,2468.8787,2259.9949,1529.7913,1887.1487,1862.7745,2160.5923,1806.7993,1659.8076,1533.3517,1879.3916,1633.1296,1610.7092,2099.3188,1901.236,2028.1052,2009.5638,2035.8276,2252.2168,2037.1293,1642.5721,1984.1351,2421.3315,2289.4182,1847.4916,2007.9077,2325.2188,2824.9382,1821.5299,414.26007,444.27313,430.98126,502.7797,338.20786,670.286,394.4009,327.8559,414.17593,347.59958,416.93335,358.16464,386.8965,340.39307,404.70474,352.4752,481.04852,788.508,310.69034,289.08978,463.46072,350.03113,323.3808,391.44427,251.2519,332.52707,411.6709,309.34674,310.47363,563.6291,339.0018,358.1152,358.0263,475.3967,460.11722,413.4035,550.5304,475.76553,364.80426,447.046,498.02496,456.58038,488.4356,421.2553
Xã Tú Lệ,2304.7244,2762.0483,2889.3936,2533.5596,3054.721,2023.6471,2507.8389,2410.6565,2169.239,2195.5994,2574.8657,2811.014,2460.835,2476.524,2094.6084,3025.239,2357.2393,2653.115,2497.1763,2174.2083,1702.1764,1997.6067,2139.9797,2493.4387,2113.8887,2231.0933,2242.6794,2013.3962,1971.6162,2500.7285,1853.4607,1859.1147,1870.1644,2092.098,2340.4956,2234.494,2209.119,2033.3069,2724.2515,2536.5532,2153.0945,2447.4346,1949.0677,2382.9448,1644.1514,631.8453,861.9491,662.74146,1288.116,619.0394,803.77277,685.3039,553.601,621.02783,660.239,1022.6964,617.617,650.23193,632.4798,528.7325,618.0365,652.06177,898.04034,481.3761,439.5044,637.5889,577.1705,460.04556,713.33826,751.04004,577.8592,455.64117,516.86743,584.0681,476.26642,483.86807,548.5378,413.55838,576.3507,539.1657,585.79156,682.4366,701.7116,685.6663,530.20306,927.8712,403.9503,716.8521,326.93317
Xã Sơn Lương,2305.4448,2680.6304,3110.6838,2735.811,2442.2039,2227.2354,2468.738,2757.6655,2393.35,2196.3237,2602.2742,2325.975,2077.6262,2339.8594,2117.536,3036.6172,2359.034,2537.5737,2786.9036,1843.866,2018.8041,2177.5068,2034.7017,1899.9031,1947.9244,1934.1437,2241.1555,2104.718,2055.9294,2418.3423,1933.6206,2585.282,2277.0625,2277.384,2301.295,2232.8694,2356.0168,2052.3865,2830.1897,2356.128,2019.1204,2200.954,1911.5171,2479.243,1753.474,513.9317,740.3061,573.544,519.1049,511.50702,490.87357,754.4222,457.2256,504.194,500.1386,633.5152,526.79083,401.32275,486.7752,393.8467,423.25433,499.29434,834.5964,294.528,484.75937,628.2295,437.16995,342.3175,445.94296,448.39175,456.8502,403.63544,484.908,474.20462,490.7117,391.01007,561.8636,436.08902,511.4473,498.80896,538.257,686.405,759.1473,523.89667,484.0363,554.4262,458.64755,638.66943,413.9947
Xã Gia Phong,2066.2415,2515.3147,2438.2595,2373.8103,1862.6829,2141.5938,3029.0906,2189.5999,1743.1898,1672.5038,2523.5156,2213.3525,1491.083,1897.9418,1733.7461,3401.8347,1925.9598,2521.6929,2364.14,1549.6769,2012.9762,2045.8812,1857.1195,2024.7589,1642.8948,1485.8619,2192.3586,2018.7345,2037.3066,2023.6298,1886.0167,2109.4148,1823.5347,2091.3733,2109.17,1723.2357,1645.4755,1796.0864,1938.068,2381.1382,1893.4163,2000.089,1950.3276,2867.2075,1769.5521,404.933,427.5069,420.25064,475.07767,366.71735,671.5178,382.07486,357.89615,433.25052,365.3531,478.85876,382.6495,377.2972,327.12082,373.55817,318.21695,402.4376,965.9628,276.99036,307.0463,456.00937,339.67667,271.07382,428.00333,284.43262,276.16068,464.60965,296.47906,322.32425,477.79443,354.17944,322.85052,302.54855,405.81982,359.09836,363.20947,499.22797,411.06793,348.45535,426.88257,549.56903,448.6784,452.08386,442.09943
Phường Thiên Hương,1870.7153,2418.2334,2093.9583,2068.3354,1550.6772,2050.2014,1799.3221,2243.6616,1835.4834,1779.7556,1717.086,1987.2917,1270.6667,2000.1924,1793.6316,2405.1914,1959.586,1811.3522,1995.5507,1956.113,1632.1261,1642.1968,1971.7446,1839.419,1683.4711,1508.9559,1688.4984,1620.7737,1491.6564,1808.5106,1522.8962,1956.8428,1875.9731,2368.6458,2243.203,1535.0269,1834.4252,2071.0347,2195.9585,2219.1643,1652.4839,1814.5369,1800.9565,2129.4055,1467.279,377.5138,440.79626,412.63373,539.5816,367.82037,661.6835,386.66095,295.87302,395.73904,325.13504,515.95135,347.18152,383.14438,285.5363,368.32843,375.9922,358.95078,479.70917,289.4308,303.31116,367.99677,360.70996,266.3386,427.51645,242.87888,204.9262,497.0135,337.72684,331.33618,443.81723,330.0909,340.80075,353.04782,402.3711,424.36374,318.7511,464.49908,337.96753,310.31567,463.66,382.12003,395.3664,395.26746,300.75153
Xã Bắc Hà,1865.607,1903.7046,2673.1265,2175.6975,1759.0159,1702.5784,2002.7883,2085.3525,1721.7311,1946.656,1997.0674,2124.1116,1687.2871,1915.19,1678.6438,1991.6411,1860.4293,2042.5693,2157.8801,1500.5892,1502.2378,1763.9535,1934.9995,2286.4243,1661.1957,1647.2155,1917.7314,1601.4355,1541.8838,2019.1094,1550.4865,1868.7239,1712.5933,1771.6499,1855.2565,1831.5787,1537.9353,1953.9053,2287.4075,2005.5046,1681.2983,1999.1532,1691.6558,1835.3826,1701.9263,434.3656,503.85687,711.85675,485.62418,464.2938,350.58444,643.5325,348.31885,536.25354,426.2962,626.93567,364.77615,347.36624,435.71783,262.36023,358.4259,464.2428,695.1927,305.601,366.6244,441.98337,427.21542,425.68576,488.19562,404.98483,434.04617,332.7036,386.9291,429.04657,387.86334,301.33484,459.5206,375.62234,403.91165,399.8431,363.4503,458.39163,545.1179,485.05914,390.75443,449.9947,437.05804,433.339,317.81125
Xã Nguyễn Lương Bằng,1806.4141,2283.3474,2142.343,1858.1145,1764.6356,1751.8992,2040.286,2043.3058,1839.7118,1525.284,1930.3398,1979.0233,1442.0549,1745.9193,1611.7421,2429.3684,1516.712,1812.8932,2184.8943,1407.018,1518.5271,1694.4845,2036.8326,1563.5421,1634.0581,1413.8174,1550.6144,1503.5612,1428.9701,1955.2867,1584.2847,1428.5933,1569.8387,2012.7806,2036.9187,1788.5513,2128.4866,1979.9773,2173.3599,2198.1282,1613.8735,1590.2822,2013.3411,2246.208,1508.9987,370.08514,424.3356,373.0696,476.73718,290.45358,532.6328,409.46725,294.05875,396.17365,337.23956,453.64478,396.13034,334.78296,258.76675,343.30893,323.53928,395.70425,652.6896,273.94745,232.05896,443.43045,309.91837,292.4382,377.84302,247.35329,223.76183,401.13028,374.51385,290.07245,567.7569,288.08527,293.8571,306.3448,375.00674,417.84293,339.1842,514.30096,393.02618,299.44614,479.71637,373.20508,414.91125,408.54855,283.22662
Xã Minh Khai,1847.8712,1965.5936,2431.943,1968.0768,1887.654,1805.2645,2151.6914,2178.4692,1723.7808,1738.8739,1731.3237,2121.7139,1690.8961,1529.9893,1774.5374,2236.1335,1880.3953,1998.1681,2017.9543,1603.0803,1650.1658,1655.8539,1649.8477,1809.5294,1462.3104,1407.1068,1800.5841,1861.4658,1781.6638,1969.3911,1449.1995,1947.8422,1504.572,2165.3132,1802.3428,2063.7876,2072.62,1492.1257,2280.304,2170.4128,2039.8352,1881.0328,1734.9155,1755.6672,1462.9056,445.7964,688.92334,497.12637,498.52844,393.6222,429.79388,540.47736,327.37177,399.19888,399.7235,699.8546,414.31168,354.35388,387.1384,329.62738,392.41397,419.8034,610.3274,343.74957,377.51205,416.6069,353.01273,285.01157,438.79785,284.72955,386.44547,344.36478,497.79822,420.3744,414.63818,365.3271,473.53882,406.01813,596.5614,607.2019,427.66324,486.77567,625.6795,445.22937,561.25574,592.02484,410.06668,504.6337,321.6304
Xã Tân Mai,1972.9181,2272.685,2206.669,2105.6782,2100.366,1955.0204,2222.4573,1847.4473,2056.3767,1841.1226,2310.5054,2230.3186,1423.116,1679.6246,1737.7999,2436.6592,1728.9806,2578.9924,1850.4082,1384.678,1682.179,1709.5199,2189.6272,1838.8193,1829.3107,2036.3767,2190.4094,1767.1641,1988.7715,2027.4886,1596.1788,1903.1707,1828.9884,2061.0166,2001.028,1655.1993,1719.5935,1818.3718,2181.3232,2771.728,1973.2465,2189.8848,1893.3397,2104.8975,1881.8505,338.43573,426.10815,344.37842,458.6821,343.85986,356.81815,348.89786,368.46625,308.3788,289.75674,433.76486,394.48285,283.06354,324.21768,331.56506,288.93503,330.9822,643.5197,184.00058,315.19107,433.3371,302.9838,224.55943,337.04623,368.63358,221.4219,321.30536,330.79916,296.5434,363.5311,242.03441,378.03876,266.89966,407.96,290.12393,259.61606,383.2846,362.5231,346.02362,342.03006,416.08936,318.90488,363.33054,200.64755
Xã Hưng Vũ,1981.364,2226.2205,2392.5515,2167.0137,2021.462,1784.7198,2270.1267,2367.181,1796.5084,1919.0496,1683.8356,2306.4243,1711.3206,1768.8042,1993.156,2126.5347,1942.544,2073.6763,2289.681,1661.0526,1614.1497,1495.6206,2084.2495,2036.3259,1693.307,1610.5026,1745.5254,1775.9028,1704.3965,2369.2402,1553.4261,2031.5748,1791.2172,2039.3755,3469.7344,2096.0454,2068.9978,1735.893,2147.9053,2150.4382,2053.7043,1804.9078,1743.2716,2144.274,1718.1686,506.08493,691.33,584.35315,559.8825,337.3494,587.57526,719.3712,441.13095,493.57465,480.6206,909.0187,396.12982,443.80286,524.26807,399.42984,443.7417,443.91058,858.6189,430.85217,327.4477,501.46094,465.5506,339.59995,539.48846,362.24176,385.1376,428.77307,504.2451,431.75424,438.98978,493.12683,446.8854,466.62552,755.6735,775.49365,402.21896,642.0785,471.46576,443.0232,628.56024,630.2634,324.566,477.6576,334.36307
Xã Bum Tở,2647.3384,2303.8467,3407.6992,2827.5803,2898.7466,2558.3428,2813.6553,2931.9417,2499.472,2336.8892,2512.9734,2702.5496,3020.51,2297.7917,2718.0686,2519.1067,2857.0093,2723.3337,2779.8162,2965.2537,2974.9607,2331.7063,1786.7367,2965.2412,2616.0935,2440.4788,2547.0598,2555.6423,2492.5105,3105.6636,2651.6838,2472.7356,2118.112,2867.9763,2746.8782,2732.9426,2898.6438,1929.4073,2839.6013,3073.4243,2542.9932,2631.2683,2728.944,2361.8262,2395.78,492.85614,543.4912,650.9727,522.3929,572.88995,394.20328,763.85596,455.29553,599.73596,448.84845,540.68896,510.39835,360.85367,475.5225,421.67923,443.5572,494.08743,569.78107,388.5637,397.83286,460.5958,312.22632,419.15204,610.3902,445.24667,403.5678,476.88528,402.18842,588.7616,614.8106,373.68048,579.4253,388.1314,498.1705,435.90033,549.2959,418.13687,569.01227,660.5939,481.89218,424.11664,503.08722,682.7977,340.09628
Xã Xuân Nha,1944.3315,2261.9688,2145.3335,2082.1013,2092.4514,1802.4076,2097.7205,1942.0658,2057.5493,1781.9115,2058.4358,2141.2217,1544.4396,1856.4056,1776.113,2314.8257,1816.5883,2414.4678,1954.0099,1381.2103,1584.4873,1601.197,2018.6476,2071.043,1631.1022,1972.7003,2121.2207,1822.1007,1993.1412,2123.5376,1677.5051,1949.6418,1787.8922,1977.9917,2005.1837,1831.5336,1882.5781,1882.2438,2007.3975,2661.6023,2108.2537,1927.5343,1618.642,2041.5631,1730.6318,387.1186,519.4993,416.82513,480.95483,414.80737,381.9184,429.95108,379.06223,391.61862,303.025,442.29468,401.8325,343.9193,369.88254,361.2205,334.0401,384.3128,617.8279,231.54749,300.70306,435.88745,347.57202,295.6551,416.46005,440.02023,284.9453,358.51367,400.29477,400.79486,374.8755,317.927,467.89343,310.5173,439.7976,372.95892,358.54398,448.46796,394.85995,373.48666,422.79987,461.55466,375.27115,390.25665,251.50089
Xã Tam Tiến,1773.521,1841.4979,1982.1027,1640.4775,1824.7164,1585.6376,1899.6868,2226.3691,1778.8522,1810.8846,1977.4982,1996.4282,1901.3634,1603.3575,1734.0913,2183.016,2018.2173,1786.1099,2016.7418,1609.3661,1604.1587,1849.1748,1918.5592,1736.6866,1542.6577,1430.0686,1348.2015,1534.744,1572.2678,2025.8235,1413.5494,1870.4756,1582.1644,1741.1554,2291.8013,1652.9673,2061.3691,1585.0143,1978.016,1854.7261,1623.9958,1697.4421,1355.2446,1673.2968,1674.9404,386.5779,473.45154,379.9738,389.83005,353.4197,444.17526,565.2913,361.75647,381.65353,393.8337,516.77747,440.48108,398.72513,410.6236,319.69092,409.33276,371.8969,609.4419,320.94885,314.17725,423.98544,386.59915,246.31055,401.06952,273.74686,302.12045,318.72113,409.6491,304.12274,436.7279,366.11362,333.4699,304.64996,374.5839,429.19833,347.23782,494.55154,370.14005,323.27948,504.02908,478.96124,286.8281,377.24252,274.0307
